study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	0.0	hr	8.0	0.0				EMA	0.0	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	8.0	hr	8.0	0.00013099821290296805	778.777720474471	3.079120273227636e-05	4.114647541102709e-06	EMA	7.88447653429603	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	12.0	hr	8.0	0.00018148742832657238	1062.88035069623	3.9323704694231275e-05	5.25485107658883e-06	EMA	24.2599277978339	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	24.0	hr	8.0	0.0001663295477418259	955.995358432181	3.227645538897216e-05	4.31312277589383e-06	EMA	47.913357400722	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	48.0	hr	8.0	0.0001530278981599474	836.603919546158	2.0774787385632404e-05	2.7761477385753316e-06	EMA	72.1732851985559	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	72.0	hr	8.0	0.00011412874269220075	627.93321299639	1.6323047231568245e-05	2.181258937452039e-06	EMA	96.4332129963899	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	96.0	hr	8.0	0.00010750336406941043	642.470345538937	2.5968484232040248e-05	3.4701846732191385e-06	EMA	120.086642599278	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	168.0	hr	8.0	8.386655240302172e-05	439.414646725116	7.420906195447953e-06	9.916603029555128e-07	EMA	168.0	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	336.0	hr	8.0	3.30438582494651e-05	205.492521918515	9.646776272480033e-06	1.2891047035171611e-06	EMA	336.606498194946	mole/meter^3	ng/ml
Coskun2018		sad	56.0	TIR_sad8	concentration	tirzepatide	plasma	HPLC MS/MS	tirzepatide_sad8	672.0	hr	8.0	5.221821558572726e-06	30.4925219185147	1.1129350385159987e-06	1.4872220028081886e-07	EMA	673.212996389892	mole/meter^3	ng/ml
